In Temp/Humi: 22.41/48.71       Out Temp/Humi: 21.91/33.42      Aux Temp/Humi: 17.23/96.67      Error: 0x0000
In Temp/Humi: 23.15/47.95       Out Temp/Humi: 22.62/43.15      Aux Temp/Humi: 16.95/97.08      Error: 0x0000
In Temp/Humi: 23.15/47.95       Out Temp/Humi: 22.62/43.42      Aux Temp/Humi: 16.91/97.08      Error: 0x0000
In Temp/Humi: 23.15/47.96       Out Temp/Humi: 22.62/43.72      Aux Temp/Humi: 16.87/97.08      Error: 0x0000
In Temp/Humi: 23.15/47.96       Out Temp/Humi: 22.63/43.99      Aux Temp/Humi: 16.83/97.09      Error: 0x0000
In Temp/Humi: 23.15/47.96       Out Temp/Humi: 22.63/44.27      Aux Temp/Humi: 16.79/97.09      Error: 0x0000
In Temp/Humi: 23.15/47.97       Out Temp/Humi: 22.63/44.53      Aux Temp/Humi: 16.74/97.09      Error: 0x0000
In Temp/Humi: 23.15/47.97       Out Temp/Humi: 22.63/44.77      Aux Temp/Humi: 16.70/97.10      Error: 0x0000
In Temp/Humi: 23.15/47.97       Out Temp/Humi: 22.63/44.99      Aux Temp/Humi: 16.64/97.10      Error: 0x0000
In Temp/Humi: 23.15/47.97       Out Temp/Humi: 22.63/45.22      Aux Temp/Humi: 16.60/97.10      Error: 0x0000
In Temp/Humi: 23.15/47.98       Out Temp/Humi: 22.64/45.46      Aux Temp/Humi: 16.56/97.10      Error: 0x0000
In Temp/Humi: 23.16/47.98       Out Temp/Humi: 22.64/45.67      Aux Temp/Humi: 16.51/97.11      Error: 0x0000
In Temp/Humi: 23.15/47.99       Out Temp/Humi: 22.64/45.88      Aux Temp/Humi: 16.46/97.11      Error: 0x0000
In Temp/Humi: 23.15/47.99       Out Temp/Humi: 22.64/46.11      Aux Temp/Humi: 16.41/97.11      Error: 0x0000
In Temp/Humi: 23.16/48.00       Out Temp/Humi: 22.64/46.33      Aux Temp/Humi: 16.36/97.12      Error: 0x0000
In Temp/Humi: 23.16/48.01       Out Temp/Humi: 22.65/46.53      Aux Temp/Humi: 16.31/97.12      Error: 0x0000
In Temp/Humi: 23.16/48.02       Out Temp/Humi: 22.65/46.72      Aux Temp/Humi: 16.26/97.12      Error: 0x0000
In Temp/Humi: 23.16/48.02       Out Temp/Humi: 22.65/46.90      Aux Temp/Humi: 16.22/97.12      Error: 0x0000
In Temp/Humi: 23.16/48.03       Out Temp/Humi: 22.65/47.09      Aux Temp/Humi: 16.17/97.13      Error: 0x0000
In Temp/Humi: 23.16/48.04       Out Temp/Humi: 22.65/47.27      Aux Temp/Humi: 16.12/97.13      Error: 0x0000
In Temp/Humi: 23.16/48.05       Out Temp/Humi: 22.65/47.44      Aux Temp/Humi: 16.07/97.13      Error: 0x0000
In Temp/Humi: 23.15/48.06       Out Temp/Humi: 22.66/47.60      Aux Temp/Humi: 16.03/97.14      Error: 0x0000
In Temp/Humi: 23.15/48.07       Out Temp/Humi: 22.66/47.76      Aux Temp/Humi: 15.98/97.14      Error: 0x0000
In Temp/Humi: 23.15/48.08       Out Temp/Humi: 22.66/47.92      Aux Temp/Humi: 15.94/97.14      Error: 0x0000
In Temp/Humi: 23.16/48.09       Out Temp/Humi: 22.66/48.08      Aux Temp/Humi: 15.89/97.14      Error: 0x0000
In Temp/Humi: 23.16/48.09       Out Temp/Humi: 22.66/48.22      Aux Temp/Humi: 15.85/97.14      Error: 0x0000
In Temp/Humi: 23.16/48.10       Out Temp/Humi: 22.66/48.36      Aux Temp/Humi: 15.80/97.15      Error: 0x0000
In Temp/Humi: 23.16/48.11       Out Temp/Humi: 22.66/48.49      Aux Temp/Humi: 15.76/97.15      Error: 0x0000
In Temp/Humi: 23.16/48.12       Out Temp/Humi: 22.66/48.62      Aux Temp/Humi: 15.72/97.15      Error: 0x0000
In Temp/Humi: 23.16/48.13       Out Temp/Humi: 22.66/48.76      Aux Temp/Humi: 15.68/97.16      Error: 0x0000
In Temp/Humi: 23.16/48.14       Out Temp/Humi: 22.66/48.88      Aux Temp/Humi: 15.63/97.16      Error: 0x0000
In Temp/Humi: 23.15/48.14       Out Temp/Humi: 22.66/48.99      Aux Temp/Humi: 15.59/97.16      Error: 0x0000
In Temp/Humi: 23.15/48.15       Out Temp/Humi: 22.66/49.10      Aux Temp/Humi: 15.55/97.17      Error: 0x0000
In Temp/Humi: 23.15/48.16       Out Temp/Humi: 22.67/49.21      Aux Temp/Humi: 15.50/97.17      Error: 0x0000
In Temp/Humi: 23.15/48.16       Out Temp/Humi: 22.67/49.31      Aux Temp/Humi: 15.47/97.18      Error: 0x0000
In Temp/Humi: 23.15/48.17       Out Temp/Humi: 22.67/49.41      Aux Temp/Humi: 15.42/97.18      Error: 0x0000
In Temp/Humi: 23.15/48.18       Out Temp/Humi: 22.67/49.50      Aux Temp/Humi: 15.39/97.18      Error: 0x0000
In Temp/Humi: 23.15/48.18       Out Temp/Humi: 22.67/49.61      Aux Temp/Humi: 15.34/97.18      Error: 0x0000
In Temp/Humi: 23.15/48.19       Out Temp/Humi: 22.67/49.70      Aux Temp/Humi: 15.30/97.18      Error: 0x0000
In Temp/Humi: 23.15/48.20       Out Temp/Humi: 22.67/49.79      Aux Temp/Humi: 15.26/97.19      Error: 0x0000
In Temp/Humi: 23.15/48.21       Out Temp/Humi: 22.68/49.87      Aux Temp/Humi: 15.22/97.19      Error: 0x0000
In Temp/Humi: 23.15/48.22       Out Temp/Humi: 22.68/49.96      Aux Temp/Humi: 15.17/97.19      Error: 0x0000
In Temp/Humi: 23.15/48.22       Out Temp/Humi: 22.68/50.03      Aux Temp/Humi: 15.13/97.19      Error: 0x0000
In Temp/Humi: 23.15/48.23       Out Temp/Humi: 22.68/50.11      Aux Temp/Humi: 15.09/97.19      Error: 0x0000
In Temp/Humi: 23.15/48.24       Out Temp/Humi: 22.68/50.19      Aux Temp/Humi: 15.06/97.20      Error: 0x0000
In Temp/Humi: 23.15/48.24       Out Temp/Humi: 22.68/50.26      Aux Temp/Humi: 15.02/97.20      Error: 0x0000
In Temp/Humi: 23.15/48.25       Out Temp/Humi: 22.68/50.33      Aux Temp/Humi: 14.98/97.20      Error: 0x0000
In Temp/Humi: 23.15/48.26       Out Temp/Humi: 22.68/50.40      Aux Temp/Humi: 14.94/97.20      Error: 0x0000
In Temp/Humi: 23.15/48.26       Out Temp/Humi: 22.68/50.45      Aux Temp/Humi: 14.89/97.20      Error: 0x0000
In Temp/Humi: 23.15/48.27       Out Temp/Humi: 22.69/50.52      Aux Temp/Humi: 14.86/97.21      Error: 0x0000
In Temp/Humi: 23.15/48.27       Out Temp/Humi: 22.69/50.58      Aux Temp/Humi: 14.81/97.21      Error: 0x0000
In Temp/Humi: 23.15/48.28       Out Temp/Humi: 22.69/50.64      Aux Temp/Humi: 14.78/97.21      Error: 0x0000
In Temp/Humi: 23.15/48.28       Out Temp/Humi: 22.69/50.69      Aux Temp/Humi: 14.74/97.21      Error: 0x0000
In Temp/Humi: 23.15/48.29       Out Temp/Humi: 22.69/50.74      Aux Temp/Humi: 14.69/97.21      Error: 0x0000
In Temp/Humi: 23.15/48.29       Out Temp/Humi: 22.69/50.79      Aux Temp/Humi: 14.65/97.21      Error: 0x0000
In Temp/Humi: 23.15/48.30       Out Temp/Humi: 22.69/50.84      Aux Temp/Humi: 14.62/97.22      Error: 0x0000
In Temp/Humi: 23.14/48.31       Out Temp/Humi: 22.69/50.88      Aux Temp/Humi: 14.58/97.22      Error: 0x0000
In Temp/Humi: 23.14/48.31       Out Temp/Humi: 22.69/50.92      Aux Temp/Humi: 14.55/97.22      Error: 0x0000
In Temp/Humi: 23.14/48.32       Out Temp/Humi: 22.69/50.96      Aux Temp/Humi: 14.51/97.22      Error: 0x0000
In Temp/Humi: 23.14/48.33       Out Temp/Humi: 22.69/50.99      Aux Temp/Humi: 14.47/97.23      Error: 0x0000
In Temp/Humi: 23.14/48.33       Out Temp/Humi: 22.69/51.02      Aux Temp/Humi: 14.44/97.23      Error: 0x0000
In Temp/Humi: 23.14/48.34       Out Temp/Humi: 22.69/51.06      Aux Temp/Humi: 14.40/97.23      Error: 0x0000
In Temp/Humi: 23.14/48.36       Out Temp/Humi: 22.69/51.09      Aux Temp/Humi: 14.37/97.23      Error: 0x0000
In Temp/Humi: 23.14/48.37       Out Temp/Humi: 22.69/51.12      Aux Temp/Humi: 14.33/97.23      Error: 0x0000
In Temp/Humi: 23.14/48.37       Out Temp/Humi: 22.70/51.15      Aux Temp/Humi: 14.29/97.23      Error: 0x0000
In Temp/Humi: 23.14/48.38       Out Temp/Humi: 22.70/51.18      Aux Temp/Humi: 14.26/97.24      Error: 0x0000
In Temp/Humi: 23.14/48.40       Out Temp/Humi: 22.70/51.21      Aux Temp/Humi: 14.22/97.24      Error: 0x0000
In Temp/Humi: 23.14/48.41       Out Temp/Humi: 22.70/51.24      Aux Temp/Humi: 14.18/97.24      Error: 0x0000
In Temp/Humi: 23.14/48.41       Out Temp/Humi: 22.70/51.26      Aux Temp/Humi: 14.14/97.24      Error: 0x0000
In Temp/Humi: 23.14/48.42       Out Temp/Humi: 22.70/51.29      Aux Temp/Humi: 14.11/97.24      Error: 0x0000
In Temp/Humi: 23.14/48.43       Out Temp/Humi: 22.70/51.31      Aux Temp/Humi: 14.08/97.25      Error: 0x0000
In Temp/Humi: 23.14/48.43       Out Temp/Humi: 22.70/51.32      Aux Temp/Humi: 14.04/97.25      Error: 0x0000
In Temp/Humi: 23.14/48.44       Out Temp/Humi: 22.70/51.34      Aux Temp/Humi: 14.01/97.25      Error: 0x0000
In Temp/Humi: 23.14/48.45       Out Temp/Humi: 22.70/51.35      Aux Temp/Humi: 13.98/97.25      Error: 0x0000
In Temp/Humi: 23.14/48.45       Out Temp/Humi: 22.70/51.37      Aux Temp/Humi: 13.94/97.25      Error: 0x0000
In Temp/Humi: 23.14/48.45       Out Temp/Humi: 22.70/51.39      Aux Temp/Humi: 13.91/97.26      Error: 0x0000
In Temp/Humi: 23.14/48.46       Out Temp/Humi: 22.70/51.40      Aux Temp/Humi: 13.87/97.26      Error: 0x0000
In Temp/Humi: 23.14/48.46       Out Temp/Humi: 22.70/51.42      Aux Temp/Humi: 13.84/97.26      Error: 0x0000
In Temp/Humi: 23.14/48.46       Out Temp/Humi: 22.70/51.43      Aux Temp/Humi: 13.80/97.26      Error: 0x0000
In Temp/Humi: 23.14/48.47       Out Temp/Humi: 22.70/51.44      Aux Temp/Humi: 13.77/97.26      Error: 0x0000
In Temp/Humi: 23.14/48.47       Out Temp/Humi: 22.70/51.45      Aux Temp/Humi: 13.74/97.26      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.46      Aux Temp/Humi: 13.70/97.26      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.47      Aux Temp/Humi: 13.67/97.27      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.48      Aux Temp/Humi: 13.64/97.27      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.48      Aux Temp/Humi: 13.61/97.27      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.48      Aux Temp/Humi: 13.57/97.27      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.54/97.28      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.51/97.28      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.48/97.28      Error: 0x0000
In Temp/Humi: 23.13/48.47       Out Temp/Humi: 22.70/51.50      Aux Temp/Humi: 13.45/97.28      Error: 0x0000
In Temp/Humi: 23.13/48.46       Out Temp/Humi: 22.70/51.50      Aux Temp/Humi: 13.42/97.28      Error: 0x0000
In Temp/Humi: 23.13/48.46       Out Temp/Humi: 22.70/51.50      Aux Temp/Humi: 13.39/97.29      Error: 0x0000
In Temp/Humi: 23.13/48.46       Out Temp/Humi: 22.70/51.50      Aux Temp/Humi: 13.35/97.29      Error: 0x0000
In Temp/Humi: 23.13/48.46       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.32/97.29      Error: 0x0000
In Temp/Humi: 23.13/48.46       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.29/97.29      Error: 0x0000
In Temp/Humi: 23.13/48.46       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.26/97.29      Error: 0x0000
In Temp/Humi: 23.13/48.45       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.23/97.29      Error: 0x0000
In Temp/Humi: 23.13/48.45       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.20/97.29      Error: 0x0000
In Temp/Humi: 23.13/48.45       Out Temp/Humi: 22.70/51.49      Aux Temp/Humi: 13.17/97.30      Error: 0x0000
In Temp/Humi: 23.13/48.45       Out Temp/Humi: 22.70/51.48      Aux Temp/Humi: 13.14/97.30      Error: 0x0000
In Temp/Humi: 23.13/48.45       Out Temp/Humi: 22.70/51.48      Aux Temp/Humi: 13.11/97.30      Error: 0x0000
In Temp/Humi: 23.13/48.44       Out Temp/Humi: 22.70/51.48      Aux Temp/Humi: 13.08/97.30      Error: 0x0000
In Temp/Humi: 23.12/48.44       Out Temp/Humi: 22.70/51.47      Aux Temp/Humi: 13.05/97.30      Error: 0x0000
In Temp/Humi: 23.12/48.44       Out Temp/Humi: 22.70/51.46      Aux Temp/Humi: 13.02/97.30      Error: 0x0000
In Temp/Humi: 23.12/48.44       Out Temp/Humi: 22.70/51.46      Aux Temp/Humi: 12.98/97.31      Error: 0x0000
In Temp/Humi: 23.12/48.43       Out Temp/Humi: 22.70/51.45      Aux Temp/Humi: 12.95/97.31      Error: 0x0000
In Temp/Humi: 23.12/48.43       Out Temp/Humi: 22.70/51.45      Aux Temp/Humi: 12.93/97.31      Error: 0x0000
In Temp/Humi: 23.12/48.42       Out Temp/Humi: 22.70/51.44      Aux Temp/Humi: 12.90/97.31      Error: 0x0000
In Temp/Humi: 23.12/48.42       Out Temp/Humi: 22.70/51.43      Aux Temp/Humi: 12.87/97.31      Error: 0x0000
In Temp/Humi: 23.12/48.41       Out Temp/Humi: 22.70/51.42      Aux Temp/Humi: 12.83/97.31      Error: 0x0000
In Temp/Humi: 23.12/48.41       Out Temp/Humi: 22.70/51.41      Aux Temp/Humi: 12.81/97.32      Error: 0x0000
In Temp/Humi: 23.12/48.40       Out Temp/Humi: 22.70/51.40      Aux Temp/Humi: 12.77/97.32      Error: 0x0000
In Temp/Humi: 23.12/48.40       Out Temp/Humi: 22.70/51.39      Aux Temp/Humi: 12.74/97.32      Error: 0x0000
In Temp/Humi: 23.12/48.39       Out Temp/Humi: 22.70/51.38      Aux Temp/Humi: 12.72/97.32      Error: 0x0000
In Temp/Humi: 23.12/48.39       Out Temp/Humi: 22.70/51.37      Aux Temp/Humi: 12.68/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.38       Out Temp/Humi: 22.70/51.37      Aux Temp/Humi: 12.65/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.38       Out Temp/Humi: 22.70/51.36      Aux Temp/Humi: 12.62/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.38       Out Temp/Humi: 22.71/51.35      Aux Temp/Humi: 12.59/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.37       Out Temp/Humi: 22.71/51.33      Aux Temp/Humi: 12.56/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.36       Out Temp/Humi: 22.71/51.32      Aux Temp/Humi: 12.53/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.36       Out Temp/Humi: 22.71/51.31      Aux Temp/Humi: 12.50/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.35       Out Temp/Humi: 22.71/51.29      Aux Temp/Humi: 12.48/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.35       Out Temp/Humi: 22.71/51.28      Aux Temp/Humi: 12.44/97.32      Error: 0x0000
In Temp/Humi: 23.11/48.34       Out Temp/Humi: 22.71/51.27      Aux Temp/Humi: 12.41/97.33      Error: 0x0000
In Temp/Humi: 23.11/48.33       Out Temp/Humi: 22.71/51.25      Aux Temp/Humi: 12.39/97.33      Error: 0x0000
In Temp/Humi: 23.11/48.33       Out Temp/Humi: 22.71/51.23      Aux Temp/Humi: 12.36/97.33      Error: 0x0000
In Temp/Humi: 23.11/48.32       Out Temp/Humi: 22.71/51.21      Aux Temp/Humi: 12.33/97.33      Error: 0x0000
In Temp/Humi: 23.11/48.31       Out Temp/Humi: 22.71/51.20      Aux Temp/Humi: 12.30/97.33      Error: 0x0000
In Temp/Humi: 23.11/48.31       Out Temp/Humi: 22.71/51.18      Aux Temp/Humi: 12.27/97.33      Error: 0x0000
In Temp/Humi: 23.10/48.30       Out Temp/Humi: 22.71/51.15      Aux Temp/Humi: 12.25/97.33      Error: 0x0000
In Temp/Humi: 23.10/48.29       Out Temp/Humi: 22.71/51.13      Aux Temp/Humi: 12.22/97.33      Error: 0x0000
In Temp/Humi: 23.10/48.29       Out Temp/Humi: 22.71/51.11      Aux Temp/Humi: 12.19/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.28       Out Temp/Humi: 22.71/51.09      Aux Temp/Humi: 12.16/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.28       Out Temp/Humi: 22.71/51.07      Aux Temp/Humi: 12.14/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.27       Out Temp/Humi: 22.71/51.04      Aux Temp/Humi: 12.10/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.27       Out Temp/Humi: 22.71/51.02      Aux Temp/Humi: 12.08/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.26       Out Temp/Humi: 22.71/50.99      Aux Temp/Humi: 12.05/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.26       Out Temp/Humi: 22.71/50.97      Aux Temp/Humi: 12.02/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.25       Out Temp/Humi: 22.71/50.94      Aux Temp/Humi: 11.99/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.25       Out Temp/Humi: 22.71/50.92      Aux Temp/Humi: 11.97/97.34      Error: 0x0000
In Temp/Humi: 23.10/48.24       Out Temp/Humi: 22.71/50.88      Aux Temp/Humi: 11.94/97.34      Error: 0x0000
In Temp/Humi: 23.09/48.24       Out Temp/Humi: 22.71/50.85      Aux Temp/Humi: 11.92/97.35      Error: 0x0000
In Temp/Humi: 23.09/48.23       Out Temp/Humi: 22.71/50.82      Aux Temp/Humi: 11.89/97.34      Error: 0x0000
In Temp/Humi: 23.09/48.23       Out Temp/Humi: 22.71/50.79      Aux Temp/Humi: 11.86/97.35      Error: 0x0000
In Temp/Humi: 23.09/48.22       Out Temp/Humi: 22.71/50.76      Aux Temp/Humi: 11.83/97.35      Error: 0x0000
In Temp/Humi: 23.09/48.22       Out Temp/Humi: 22.71/50.72      Aux Temp/Humi: 11.80/97.35      Error: 0x0000
In Temp/Humi: 23.09/48.22       Out Temp/Humi: 22.71/50.69      Aux Temp/Humi: 11.78/97.35      Error: 0x0000
In Temp/Humi: 23.09/48.22       Out Temp/Humi: 22.71/50.65      Aux Temp/Humi: 11.75/97.35      Error: 0x0000
In Temp/Humi: 23.09/48.22       Out Temp/Humi: 22.71/50.62      Aux Temp/Humi: 11.72/97.35      Error: 0x0000
In Temp/Humi: 23.09/48.22       Out Temp/Humi: 22.71/50.58      Aux Temp/Humi: 11.70/97.35      Error: 0x0000
In Temp/Humi: 23.09/48.21       Out Temp/Humi: 22.71/50.55      Aux Temp/Humi: 11.67/97.36      Error: 0x0000
In Temp/Humi: 23.09/48.21       Out Temp/Humi: 22.71/50.51      Aux Temp/Humi: 11.65/97.36      Error: 0x0000
In Temp/Humi: 23.09/48.21       Out Temp/Humi: 22.71/50.47      Aux Temp/Humi: 11.62/97.36      Error: 0x0000
In Temp/Humi: 23.09/48.21       Out Temp/Humi: 22.71/50.43      Aux Temp/Humi: 11.60/97.36      Error: 0x0000
In Temp/Humi: 23.09/48.20       Out Temp/Humi: 22.71/50.40      Aux Temp/Humi: 11.57/97.36      Error: 0x0000
In Temp/Humi: 23.09/48.20       Out Temp/Humi: 22.71/50.36      Aux Temp/Humi: 11.54/97.36      Error: 0x0000
In Temp/Humi: 23.09/48.20       Out Temp/Humi: 22.71/50.32      Aux Temp/Humi: 11.52/97.36      Error: 0x0000
In Temp/Humi: 23.09/48.20       Out Temp/Humi: 22.71/50.28      Aux Temp/Humi: 11.49/97.36      Error: 0x0000
In Temp/Humi: 23.09/48.19       Out Temp/Humi: 22.71/50.25      Aux Temp/Humi: 11.47/97.37      Error: 0x0000
In Temp/Humi: 23.08/48.19       Out Temp/Humi: 22.71/50.21      Aux Temp/Humi: 11.44/97.37      Error: 0x0000
In Temp/Humi: 23.08/48.19       Out Temp/Humi: 22.71/50.17      Aux Temp/Humi: 11.41/97.37      Error: 0x0000
In Temp/Humi: 23.08/48.19       Out Temp/Humi: 22.71/50.13      Aux Temp/Humi: 11.39/97.37      Error: 0x0000
In Temp/Humi: 23.08/48.19       Out Temp/Humi: 22.71/50.09      Aux Temp/Humi: 11.37/97.37      Error: 0x0000
In Temp/Humi: 23.08/48.19       Out Temp/Humi: 22.71/50.04      Aux Temp/Humi: 11.34/97.37      Error: 0x0000
